fpl_id,gw,mins,G,A,xG,xA,Pts,CS,dc,bps,starts,saves
384,3,90,0,0,0.0,0.0,7,1,0,29,1,3
385,3,90,0,0,0.0,0.0,3,0,0,18,1,4
388,3,90,0,0,0.0,0.02,8,1,9,31,1,0
390,3,90,0,0,0.0,0.03,6,1,3,25,1,0
391,3,90,0,0,0.01,0.02,8,1,8,31,1,0
393,3,90,0,0,0.0,0.02,5,1,6,22,1,0
397,3,90,0,1,0.05,0.34,6,1,4,26,1,0
398,3,24,0,0,0.62,0.01,1,0,1,3,0,0
399,3,65,0,0,0.21,0.3,3,1,3,23,1,0
401,3,83,0,0,0.17,0.01,2,1,0,6,1,0
403,3,60,0,0,0.02,0.27,3,1,0,15,1,0
405,3,76,0,0,0.0,0.01,2,0,7,11,1,0
411,3,90,1,0,1.06,0.48,9,1,7,40,1,0
412,3,90,0,0,0.0,0.0,2,0,0,13,1,4
415,3,20,0,0,0.0,0.01,1,0,3,3,0,0
417,3,83,0,0,0.01,0.01,1,0,4,8,1,0
418,3,90,0,0,0.0,0.01,2,0,12,1,1,0
419,3,90,0,0,0.0,0.0,3,0,10,7,1,0
420,3,6,0,0,0.0,0.01,1,0,3,1,0,0
422,3,1,0,0,0.0,0.01,1,0,1,-1,0,0
423,3,90,0,1,0.02,0.23,4,0,8,22,1,0
426,3,90,0,0,0.15,0.06,2,0,2,11,1,0
427,3,90,1,0,0.05,0.03,8,0,8,29,1,0
428,3,69,0,0,0.12,0.05,3,1,3,10,1,0
429,3,69,0,0,0.0,0.06,3,1,4,11,1,0
432,3,83,0,1,0.0,0.07,9,0,15,32,1,0
439,3,20,1,0,0.29,0.0,5,0,0,28,0,0
445,3,90,0,0,0.0,0.05,-1,0,3,0,1,0
447,3,90,0,0,0.0,0.16,1,0,9,3,1,0
449,3,89,0,1,0.01,0.01,4,0,6,20,1,0
450,3,1,0,0,0.0,0.0,1,0,0,3,0,0
453,3,90,1,1,0.11,0.03,12,0,6,37,1,0
454,3,76,0,0,0.0,0.23,1,0,4,8,1,0
455,3,90,0,0,0.0,0.01,5,1,12,22,1,0
456,3,27,1,0,0.11,0.02,6,0,4,22,0,0
457,3,13,0,0,0.0,0.0,1,0,1,5,0,0
459,3,62,0,0,0.0,0.02,2,0,4,11,1,0
460,3,62,0,0,0.36,0.01,2,0,3,6,1,0
462,3,13,0,0,0.0,0.0,1,0,2,3,0,0
464,3,90,0,0,0.0,0.03,1,0,3,7,1,0
467,3,90,0,0,0.0,0.0,6,1,0,21,1,0
469,3,90,0,0,0.0,0.07,7,1,6,28,1,0
471,3,90,0,0,0.0,0.01,7,1,11,27,1,0
472,3,89,0,0,0.17,0.0,8,1,10,25,1,0
473,3,58,0,0,0.0,0.0,1,0,7,8,1,0
474,3,90,0,0,0.03,0.01,8,1,12,24,1,0
480,3,90,0,0,0.48,0.01,3,1,7,3,1,0
481,3,90,0,0,0.02,0.17,3,1,11,23,1,0
483,3,58,0,0,0.0,0.0,1,0,5,5,1,0
486,3,90,0,0,0.13,0.22,2,1,7,22,1,0
490,3,16,0,0,0.0,0.0,1,0,0,3,0,0
491,3,31,0,0,0.0,0.0,1,0,1,3,0,0
492,3,70,0,0,0.31,0.0,2,0,5,6,1,0
496,3,90,0,0,0.0,0.0,6,1,0,24,1,1
499,3,90,0,0,0.03,0.06,7,1,4,28,1,0
501,3,90,0,0,0.0,0.08,2,0,8,9,1,0
502,3,29,0,0,0.0,0.0,1,0,1,3,0,0
503,3,90,0,0,0.57,0.0,9,1,9,30,1,0
504,3,90,1,0,0.19,0.01,12,0,10,27,1,0
506,3,60,0,0,0.0,0.02,5,1,3,16,1,0
512,3,29,0,0,0.0,0.16,1,0,3,13,0,0
514,3,73,0,0,0.0,0.05,3,1,2,11,1,0
516,3,90,0,0,0.02,0.01,5,1,17,14,1,0
519,3,83,0,0,0.0,0.06,3,1,11,23,1,0
525,3,7,0,0,0.0,0.0,0,0,0,-1,0,0
526,3,6,0,0,0.17,0.0,1,0,1,-1,0,0
529,3,90,0,0,0.0,0.0,2,0,0,11,1,1
532,3,90,0,0,0.06,0.14,4,0,10,12,1,0
533,3,90,0,0,0.0,0.02,4,0,14,16,1,0
534,3,26,0,0,0.0,0.0,1,0,2,8,0,0
536,3,90,0,0,0.0,0.01,2,0,7,14,1,0
541,3,63,0,0,0.11,0.0,2,0,2,0,1,0
542,3,90,1,0,0.84,0.03,8,0,6,25,1,0
544,3,90,0,0,0.06,0.12,3,0,15,12,1,0
545,3,73,0,0,0.28,0.18,1,0,3,16,1,0
551,3,63,0,0,0.0,0.07,2,0,5,11,1,0
552,3,90,0,0,0.26,0.06,2,0,3,11,1,0
553,3,26,0,1,0.1,0.01,4,0,2,15,0,0
557,3,90,0,1,0.0,0.2,5,0,8,31,1,0
558,3,90,0,0,0.03,0.06,3,1,10,18,1,0
562,3,65,0,0,0.04,0.0,2,0,5,9,1,0
564,3,90,0,0,0.0,0.0,2,0,0,13,1,5
565,3,45,0,0,0.15,0.01,0,0,5,0,1,0
566,3,90,0,0,0.02,0.01,1,0,8,8,1,0
567,3,90,0,0,0.0,0.0,2,0,0,12,1,4
569,3,90,0,0,0.44,0.2,2,0,7,10,1,0
570,3,60,1,0,0.8,0.02,8,0,0,27,1,0
572,3,90,0,0,0.0,0.0,6,1,0,25,1,1
574,3,8,0,0,0.0,0.0,1,0,1,4,0,0
575,3,27,0,0,0.0,0.0,1,0,6,4,0,0
576,3,62,0,0,0.04,0.01,3,1,2,5,1,0
578,3,16,0,0,0.0,0.0,1,0,0,3,0,0
579,3,90,0,0,0.0,0.01,8,1,10,27,1,0
580,3,78,0,0,0.0,0.09,2,0,11,18,1,0
581,3,1,0,0,0.0,0.0,1,0,0,3,0,0
583,3,30,0,0,0.0,0.0,1,0,2,2,0,0
584,3,5,0,0,0.0,0.0,1,0,2,1,0,0
585,3,19,0,0,0.0,0.0,1,0,2,2,0,0
586,3,70,0,0,0.03,0.0,8,1,10,22,1,0
588,3,90,0,0,0.72,0.01,3,0,10,6,1,0
589,3,81,0,0,0.0,0.01,2,1,10,7,1,0
591,3,90,0,0,0.24,0.02,1,0,5,16,1,0
592,3,12,0,0,0.0,0.02,1,0,0,4,0,0
593,3,90,0,0,0.11,0.02,1,0,1,3,1,0
594,3,13,0,0,0.42,0.0,0,0,0,-7,0,0
596,3,15,0,0,0.0,0.01,1,0,1,3,0,0
597,3,90,0,0,0.0,0.0,10,1,0,38,1,4
598,3,90,0,0,0.0,0.57,4,0,10,12,1,0
605,3,90,0,0,0.05,0.09,2,0,5,16,1,0
608,3,1,0,0,0.0,0.0,1,0,0,4,0,0
611,3,5,0,0,0.0,0.0,1,0,1,3,0,0
616,3,14,0,0,0.0,0.0,1,0,5,5,0,0
617,3,8,0,0,0.05,0.0,1,0,0,5,0,0
619,3,77,0,0,0.0,0.02,4,0,19,24,1,0
621,3,3,0,0,0.0,0.0,1,0,4,5,0,0
627,3,26,0,0,0.0,0.07,1,0,0,5,0,0
634,3,27,0,0,0.0,0.0,1,0,1,4,0,0
635,3,11,0,0,0.13,0.22,1,0,1,3,0,0
638,3,26,0,0,0.0,0.0,1,0,1,3,0,0
640,3,24,0,0,0.02,0.01,1,0,0,4,0,0
642,3,27,0,0,0.0,0.04,1,0,1,5,0,0
643,3,16,1,0,0.15,0.0,7,0,0,20,0,0
644,3,73,0,0,0.02,0.0,2,0,6,8,1,0
646,3,16,0,0,0.0,0.0,1,0,0,3,0,0
647,3,1,0,0,0.0,0.0,1,0,1,2,0,0
649,3,13,1,0,0.03,0.0,7,0,0,13,0,0
1,4,90,0,0,0.0,0.0,14,1,0,38,1,2
4,4,90,0,0,0.02,0.01,9,1,11,30,1,0
5,4,45,0,0,0.0,0.01,1,0,3,3,0,0
7,4,45,0,0,0.0,0.0,1,0,0,2,1,0
8,4,90,0,0,0.06,0.01,6,1,4,18,1,0
10,4,45,0,0,0.0,0.0,1,0,3,4,1,0
12,4,90,1,0,1.38,0.08,8,1,7,28,1,0
13,4,80,0,1,0.0,0.37,6,1,10,27,1,0
14,4,9,0,0,0.0,0.0,1,0,0,3,0,0
15,4,84,0,0,0.0,0.25,3,1,5,26,1,0
17,4,5,0,0,0.0,0.0,1,0,0,3,0,0
19,4,9,0,0,0.0,0.0,1,0,2,5,0,0
26,4,90,0,0,0.34,0.02,1,1,2,0,1,0
28,4,90,0,0,0.0,0.0,2,0,0,10,1,3
31,4,90,0,0,0.0,0.0,6,1,8,16,1,0
33,4,65,0,0,0.09,0.0,0,0,5,0,0,0
34,4,24,0,0,0.0,0.0,1,0,0,4,1,0
36,4,90,0,0,0.18,0.03,1,0,4,7,1,0
37,4,90,0,0,0.44,0.01,1,0,2,2,1,0
40,4,90,1,0,0.21,0.02,8,0,6,31,1,0
41,4,62,0,0,0.0,0.01,2,0,5,8,1,0
43,4,66,0,0,0.0,0.04,2,0,5,15,1,0
45,4,90,0,1,0.0,0.11,6,0,9,30,1,0
46,4,62,0,0,0.03,0.01,2,0,7,14,1,0
47,4,90,0,0,0.0,0.05,2,0,5,17,1,0
51,4,45,0,0,0.0,0.01,1,0,1,3,1,0
52,4,45,1,0,0.06,0.0,6,0,2,24,0,0
53,4,27,0,0,0.0,0.08,1,0,2,3,0,0
56,4,45,0,0,0.0,0.0,1,0,1,4,0,0
57,4,90,0,0,0.0,0.0,1,0,0,0,1,0
60,4,90,0,0,0.0,0.01,2,0,11,5,1,0
61,4,90,0,0,0.08,0.1,3,0,16,23,1,0
64,4,90,0,0,0.0,0.01,0,0,6,-1,1,0
67,4,81,0,0,0.39,0.02,2,0,3,7,1,0
68,4,82,1,0,0.2,0.47,8,0,8,44,1,0
69,4,90,0,0,0.19,0.05,4,0,15,19,1,0
70,4,65,1,0,0.21,0.02,8,0,4,31,1,0
71,4,8,0,0,0.0,0.0,0,0,2,-1,0,0
72,4,8,0,0,0.1,0.03,1,0,4,6,0,0
73,4,81,0,0,0.03,0.02,2,0,10,16,1,0
74,4,7,0,0,0.0,0.0,0,0,3,-1,0,0
75,4,24,0,0,0.0,0.12,1,0,7,7,0,0
79,4,90,0,1,0.0,0.25,5,0,4,22,1,0
81,4,1,0,0,0.0,0.0,1,0,0,3,0,0
82,4,90,0,0,0.0,0.0,3,0,0,19,1,8
86,4,59,0,0,0.03,0.13,1,0,2,0,1,0
87,4,90,0,0,0.02,0.0,1,0,9,0,1,0
88,4,19,0,0,0.0,0.15,1,0,1,5,0,0
90,4,70,0,0,0.03,0.03,1,0,7,4,1,0
91,4,90,0,0,0.01,0.0,2,0,10,-11,1,0
93,4,90,0,0,0.0,0.01,3,0,12,5,1,0
94,4,90,2,0,0.21,0.1,15,0,4,49,1,0
95,4,30,0,0,0.02,0.01,1,0,4,4,0,0
96,4,30,0,0,0.1,0.0,1,0,4,3,0,0
98,4,90,0,0,0.0,0.08,4,0,20,20,1,0
102,4,59,0,1,0.0,0.21,4,0,5,19,1,0
104,4,72,0,0,0.03,0.01,2,0,7,11,1,0
105,4,59,0,0,0.0,0.1,1,0,11,12,1,0
106,4,90,0,0,0.11,0.03,1,0,1,3,1,0
109,4,90,0,0,0.0,0.0,8,1,0,39,1,6
110,4,90,0,0,0.0,0.01,0,0,0,-5,1,2
112,4,90,0,0,0.14,0.05,8,1,13,27,1,0
113,4,90,0,0,0.0,0.09,6,1,2,24,1,0
114,4,77,0,0,0.01,0.03,6,1,9,25,1,0
115,4,90,0,1,0.03,0.04,11,1,1,41,1,0
116,4,90,1,0,0.03,0.03,12,1,6,39,1,0
119,4,6,0,0,0.0,0.0,1,0,1,3,0,0
124,4,90,1,2,0.82,0.19,17,1,6,56,1,0
126,4,6,0,0,0.0,0.01,1,0,1,4,0,0
127,4,83,0,0,0.14,0.06,3,1,3,6,1,0
129,4,90,1,0,0.31,0.03,8,1,7,38,1,0
136,4,12,0,0,0.0,0.06,1,0,1,4,0,0
138,4,83,1,1,0.39,0.01,10,1,7,40,1,0
142,4,90,0,0,0.16,0.14,1,0,4,11,1,0
144,4,77,0,0,0.04,0.07,1,0,5,7,1,0
145,4,85,0,0,0.0,0.03,1,0,6,10,1,0
147,4,5,0,0,0.0,0.0,1,0,4,5,0,0
148,4,45,0,0,0.0,0.1,0,0,3,-8,1,0
149,4,90,0,0,0.0,0.01,1,0,6,8,1,0
153,4,33,0,0,0.0,0.0,-3,0,6,-18,1,0
154,4,90,0,1,0.13,0.25,5,0,3,28,1,0
155,4,81,0,0,0.18,0.13,2,1,10,17,1,0
156,4,85,0,0,0.05,0.1,2,0,7,17,1,0
157,4,4,0,0,0.03,0.07,1,0,1,6,0,0
161,4,68,0,0,0.0,0.07,2,0,9,14,1,0
165,4,90,1,1,0.29,0.04,12,0,2,44,1,0
166,4,45,0,0,0.0,0.04,0,0,0,0,1,0
167,4,90,1,0,0.63,0.08,5,0,4,25,1,0
173,4,90,0,0,0.19,0.07,0,0,8,-17,1,0
175,4,90,0,0,0.0,0.04,0,0,7,-5,1,0
176,4,90,0,0,0.0,0.33,0,0,3,-7,1,0
182,4,90,0,0,0.0,0.0,0,0,8,-12,1,0
183,4,72,0,0,0.33,0.73,2,0,5,11,1,0
184,4,83,0,0,0.05,0.02,2,0,3,9,1,0
186,4,59,0,0,0.49,0.01,1,0,4,5,1,0
188,4,6,0,0,0.0,0.0,1,0,0,3,0,0
194,4,17,0,0,0.21,0.03,1,0,0,7,0,0
199,4,90,0,0,0.0,0.0,2,0,0,3,1,3
200,4,4,0,0,0.0,0.0,1,0,3,4,0,0
201,4,90,0,0,0.22,0.18,2,0,7,23,1,0
202,4,90,0,0,0.0,0.06,2,0,13,2,1,0
204,4,76,0,0,0.0,0.06,1,0,1,6,1,0
209,4,74,0,0,0.16,0.18,3,1,6,13,1,0
210,4,76,0,0,0.08,0.04,2,0,5,13,1,0
211,4,36,0,0,0.0,0.01,1,0,1,4,1,0
212,4,13,0,0,0.0,0.04,1,0,4,6,0,0
213,4,6,0,0,0.0,0.0,1,0,1,3,0,0
214,4,83,0,2,0.0,0.05,8,0,1,30,1,0
222,4,83,1,0,0.09,0.02,8,0,2,39,1,0
226,4,90,0,0,0.0,0.0,6,1,0,25,1,2
229,4,90,0,0,0.0,0.01,8,1,8,32,1,0
230,4,90,0,0,0.0,0.0,6,1,9,27,1,0
232,4,15,0,0,0.0,0.0,1,0,1,2,0,0
233,4,90,0,0,0.0,0.07,11,1,11,38,1,0
236,4,90,0,0,0.17,0.09,2,1,6,16,1,0
237,4,45,0,0,0.0,0.01,1,0,10,15,0,0
238,4,25,0,0,0.0,0.01,1,0,4,4,0,0
239,4,90,0,0,0.04,0.02,4,1,17,23,1,0
240,4,21,0,0,0.0,0.0,0,0,2,2,0,0
242,4,64,0,0,0.05,0.15,3,1,3,13,1,0
244,4,90,0,0,0.0,0.02,3,1,5,6,1,0
247,4,15,0,0,0.0,0.02,1,0,1,3,0,0
249,4,90,0,0,0.67,0.03,2,1,2,5,1,0
250,4,90,0,0,0.0,0.0,9,1,0,29,1,3
254,4,90,0,0,0.05,0.05,6,1,9,25,1,0
256,4,27,0,0,0.0,0.0,0,0,3,-1,0,0
257,4,90,0,0,0.05,0.0,6,1,8,27,1,0
258,4,71,0,0,0.0,0.01,6,1,5,23,1,0
259,4,90,0,0,0.0,0.13,1,0,7,8,1,0
261,4,76,0,0,0.15,0.11,3,1,4,15,1,0
262,4,13,0,0,0.0,0.0,1,0,2,3,0,0
263,4,18,0,0,0.03,0.07,1,0,3,4,0,0
264,4,62,0,0,0.0,0.13,3,1,7,12,1,0
265,4,90,0,0,0.0,0.01,3,1,9,14,1,0
267,4,76,0,0,0.0,0.1,1,0,10,8,1,0
268,4,76,0,0,0.21,0.09,3,1,4,19,1,0
271,4,13,0,0,0.0,0.0,1,0,1,4,0,0
277,4,90,0,0,0.04,0.0,2,0,14,-1,1,0
279,4,90,0,0,0.13,0.0,1,0,3,-6,1,0
280,4,81,0,0,0.13,0.01,1,0,3,2,1,0
282,4,90,0,1,0.0,0.17,4,0,7,20,1,0
286,4,59,2,0,0.17,0.06,13,0,1,43,1,0
289,4,68,0,0,0.0,0.0,1,0,10,2,1,0
290,4,90,0,0,0.04,0.1,2,0,11,22,1,0
295,4,81,0,1,0.33,0.04,4,0,3,17,1,0
304,4,90,0,0,0.0,0.08,1,0,9,5,1,0
305,4,90,1,2,0.52,0.19,14,0,2,35,1,0
306,4,87,0,0,0.0,0.01,1,0,6,7,1,0
313,4,62,0,0,0.15,0.02,1,0,2,8,1,0
315,4,61,0,0,0.0,0.05,1,0,7,6,1,0
316,4,62,1,1,0.44,0.05,12,0,2,45,1,0
318,4,28,0,0,0.02,0.0,1,0,3,6,0,0
328,4,12,0,0,0.0,0.01,1,0,4,4,0,0
350,4,90,0,0,0.0,0.0,9,1,0,29,1,3
356,4,90,0,0,0.0,0.01,8,1,10,25,1,0
357,4,18,0,0,0.0,0.12,1,0,4,12,0,0
358,4,45,0,0,0.0,0.01,1,0,3,6,0,0
362,4,90,0,0,0.0,0.02,9,1,5,36,1,0
364,4,45,0,0,0.0,0.01,1,0,3,2,1,0
366,4,90,0,0,0.11,0.06,3,1,9,14,1,0
367,4,30,0,0,0.08,0.02,1,0,2,3,0,0
368,4,90,0,0,0.12,0.28,3,1,6,25,1,0
369,4,18,0,0,0.11,0.0,1,0,1,-1,0,0
371,4,59,0,0,0.04,0.01,1,0,10,13,1,0
372,4,30,0,0,0.02,0.02,1,0,4,7,0,0
377,4,59,0,0,0.1,0.0,1,0,2,5,1,0
379,4,90,0,0,0.5,0.0,2,1,1,5,1,0
384,4,90,0,0,0.0,0.0,7,1,0,29,1,3
387,4,8,0,0,0.0,0.0,1,0,0,3,0,0
388,4,90,0,0,0.0,0.0,6,1,7,27,1,0
389,4,90,0,0,0.0,0.01,9,1,11,34,1,0
390,4,90,0,0,0.0,0.0,6,1,7,24,1,0
391,4,90,0,1,0.02,0.0,11,1,7,36,1,0
397,4,90,0,0,0.0,0.06,3,1,3,7,1,0
398,4,22,0,0,0.0,0.02,-2,0,0,-4,1,0
399,4,45,0,0,0.03,0.06,1,0,1,4,1,0
401,4,76,0,0,0.02,0.03,2,1,5,9,1,0
403,4,90,0,0,0.1,0.26,3,1,6,22,1,0
411,4,90,1,0,0.87,0.01,9,1,3,36,1,0
412,4,90,0,0,0.0,0.0,2,0,0,5,1,1
415,4,90,0,0,0.0,0.03,4,0,12,19,1,0
417,4,90,0,0,0.02,0.05,2,0,3,9,1,0
418,4,90,0,0,0.12,0.01,1,0,5,4,1,0
419,4,90,0,0,0.03,0.08,2,0,6,14,1,0
426,4,90,0,0,0.03,0.33,2,0,7,17,1,0
427,4,90,0,0,0.49,0.08,2,0,5,9,1,0
428,4,90,0,0,0.11,0.03,2,0,2,8,1,0
429,4,82,0,0,0.12,0.08,2,0,5,6,1,0
432,4,90,0,0,0.03,0.07,4,0,13,20,1,0
439,4,23,0,0,0.06,0.0,1,0,2,4,0,0
440,4,7,0,0,0.0,0.01,1,0,3,4,0,0
452,4,45,1,0,0.09,0.14,7,0,3,29,0,0
455,4,90,0,0,0.09,0.31,3,1,11,16,1,0
467,4,90,0,0,0.0,0.0,3,0,0,19,1,5
469,4,90,0,0,0.2,0.16,2,0,3,9,1,0
472,4,90,0,1,0.0,0.01,6,0,12,18,1,0
473,4,90,0,0,0.0,0.01,2,0,8,11,1,0
480,4,90,0,1,0.16,0.91,8,0,4,42,1,0
481,4,90,0,0,0.0,0.01,5,1,14,18,1,0
483,4,74,0,0,0.7,0.25,1,0,2,1,1,0
486,4,81,0,0,0.03,0.38,3,0,12,18,1,0
488,4,8,0,0,0.06,0.01,1,0,2,2,0,0
490,4,1,0,0,0.0,0.0,1,0,0,3,0,0
491,4,15,1,0,0.13,0.01,7,0,3,34,0,0
492,4,52,0,0,0.06,0.01,-2,0,2,-5,1,0
496,4,90,0,0,0.0,0.0,7,1,0,29,1,3
501,4,90,0,0,0.0,0.08,1,0,4,6,1,0
502,4,90,0,0,0.07,0.09,7,1,2,30,1,0
503,4,90,0,0,0.0,0.02,6,1,6,27,1,0
504,4,77,0,0,0.11,0.01,6,1,9,27,1,0
512,4,27,0,0,0.0,0.05,1,0,2,8,0,0
514,4,27,0,0,0.01,0.09,1,0,0,3,0,0
515,4,13,0,0,0.0,0.01,1,0,3,3,0,0
516,4,62,0,0,0.0,0.04,3,1,10,15,1,0
520,4,27,0,0,0.06,0.25,1,0,4,8,0,0
522,4,84,0,0,0.09,0.03,3,1,11,13,1,0
525,4,62,0,0,0.11,0.03,3,1,4,15,1,0
526,4,62,0,0,0.0,0.01,2,1,2,4,1,0
529,4,90,0,0,0.0,0.0,2,0,0,9,1,3
532,4,90,0,0,0.08,0.01,0,0,6,0,1,0
533,4,90,0,0,0.7,0.02,0,0,6,-5,1,0
536,4,90,0,0,0.0,0.01,-2,0,7,-12,1,0
541,4,75,0,0,0.13,0.0,2,0,2,5,1,0
542,4,90,0,0,0.85,0.59,0,0,4,6,1,0
544,4,90,0,0,0.0,0.37,1,0,11,19,1,0
545,4,90,0,0,0.04,0.0,2,0,10,11,1,0
551,4,69,0,0,0.0,0.0,2,0,3,7,1,0
552,4,90,0,0,0.0,0.01,1,0,4,4,1,0
553,4,20,0,0,0.0,0.0,1,0,1,1,0,0
557,4,80,0,0,0.0,0.13,3,1,3,10,1,0
558,4,90,0,0,0.06,0.02,3,0,16,18,1,0
562,4,27,0,0,0.0,0.0,1,0,0,1,0,0
564,4,90,0,0,0.0,0.0,1,0,0,6,1,2
565,4,90,0,0,0.0,0.28,4,0,13,19,1,0
566,4,90,0,0,0.58,0.23,3,0,10,-2,1,0
568,4,21,0,0,0.0,0.09,0,0,2,7,0,0
569,4,76,0,0,0.2,0.03,2,1,3,5,1,0
571,4,13,0,0,0.0,0.01,1,0,2,8,0,0
572,4,90,0,0,0.0,0.0,2,0,0,15,1,5
575,4,17,0,0,0.0,0.01,1,0,0,3,0,0
576,4,59,0,0,0.01,0.0,1,0,5,3,1,0
577,4,53,0,0,0.0,0.01,0,0,5,6,0,0
579,4,71,0,0,0.0,0.0,6,1,4,24,1,0
580,4,90,0,0,0.0,0.02,5,1,17,19,1,0
581,4,90,0,0,0.11,0.0,4,0,14,10,1,0
583,4,45,0,0,0.0,0.01,1,0,1,4,0,0
585,4,31,0,0,0.0,0.01,1,0,1,-1,0,0
586,4,58,0,0,0.0,0.0,1,0,7,3,1,0
588,4,90,1,0,0.22,0.14,7,0,5,4,1,0
591,4,90,0,0,0.05,0.2,2,0,5,7,1,0
592,4,2,0,0,0.0,0.0,1,0,1,5,0,0
595,4,6,0,0,0.0,0.0,1,0,0,3,0,0
597,4,90,0,0,0.0,0.01,2,0,0,17,1,5
599,4,30,0,0,0.0,0.0,1,0,1,3,0,0
600,4,12,0,0,0.05,0.01,1,0,1,2,0,0
605,4,64,1,0,0.67,0.01,8,1,6,29,1,0
611,4,90,0,0,0.0,0.06,3,0,12,11,1,0
617,4,30,0,0,0.47,0.16,1,0,2,3,0,0
619,4,90,0,0,0.0,0.04,4,0,13,14,1,0
620,4,30,0,0,0.0,0.01,1,0,1,4,0,0
627,4,71,0,0,0.21,0.03,3,1,5,9,1,0
631,4,27,0,0,0.02,0.13,1,0,2,6,0,0
633,4,90,0,0,0.0,0.01,3,0,11,10,1,0
635,4,13,0,0,0.0,0.01,1,0,1,3,0,0
637,4,8,0,0,0.0,0.0,1,0,1,3,0,0
638,4,8,0,0,0.05,0.0,0,0,0,0,0,0
639,4,25,0,1,0.24,0.01,4,0,4,10,0,0
640,4,27,1,0,0.52,0.0,5,0,2,32,0,0
642,4,30,0,0,0.02,0.03,1,0,4,6,0,0
643,4,13,0,0,0.12,0.01,1,0,1,1,0,0
644,4,90,0,0,0.1,0.03,4,0,16,24,1,0
646,4,14,0,0,0.0,0.0,1,0,0,2,0,0
649,4,74,0,0,0.03,0.14,6,1,5,23,1,0
650,4,90,0,0,0.0,0.0,8,1,12,23,1,0
